Name,Estado,Cidade,Segmento,Público Alvo,Modelo de Receita,Ano de Fundação,Tamanho,Mais Informação,Momento
Cabide de imoveis,SP,SÃO PAULO,Imobiliário,B2B2C,Venda de dados,2014,6-10,sbase.me/s/cabide-de-imoveis,Tração
Espresso Labs,SP,SÃO CAETANO DO SUL,Internet,B2B,Outros,2018,6-10,sbase.me/s/espresso-labs,Tração
BioHouse Terapias,SP,SÃO PAULO,Saúde e Bem-estar,B2B2C,Marketplace,2012,6-10,sbase.me/s/biohouse-terapias,Tração
TRATO A TRATO,SP,SUZANO,Direito,B2B2C,Marketplace,2015,6-10,sbase.me/s/trato-a-trato,Operação
Go Farms,SP,SÃO PAULO,Agronegócio,B2B2C,SaaS,2016,6-10,sbase.me/s/go-farms,Operação
Editora Estalo,SP,SÃO PAULO,Entretenimento,B2C,E-commerce,2017,6-10,sbase.me/s/editora-estalo,Tração
Useastro,SP,ATIBAIA,Educação,B2B2C,SaaS,2017,6-10,sbase.me/s/useastro,Operação
Sócio Jogador,SP,SÃO PAULO,Esportes,B2B,SaaS,2017,6-10,sbase.me/s/socio-jogador,Operação
Na Porta Web - Cupons de Descontos,SP,SANTOS,Internet,B2B2C,Consumer,2011,6-10,sbase.me/s/na-porta-web-cupons-de-descontos,Tração
Feedback House,SP,SÃO PAULO,Recursos Humanos,B2B,SaaS,2015,21-50,sbase.me/s/feedback-house,Tração
BOX DELIVERY,SP,SÃO JOSÉ DO RIO PRETO,Mobile,B2B,SaaS,2016,21-50,sbase.me/s/box-delivery,Tração
Tripppin,SP,BADY BASSITT,Educação,B2B2C,SaaS,2011,6-10,sbase.me/s/tripppin,Tração
Pclick -Profissionais em 1 click,SP,SÃO PAULO,Serviços Profissionais,B2B2C,Marketplace,2016,6-10,sbase.me/s/pclick-profissionais-em-1-click,Tração
Weasy - Banheiro Inteligente para Cachorro,SP,RIBEIRÃO PRETO,Pets,B2B2C,E-commerce,2017,6-10,sbase.me/s/weasy-banheiro-inteligente-para-cachorro,Tração
Vacalabs,SP,SÃO PAULO,Agronegócio,B2B2C,Marketplace,2017,1-5,sbase.me/s/vacalabs,Ideação
Nuvic Cloud Solutions,SP,SÃO PAULO,Cloud Computing,B2B,Outros,2016,6-10,sbase.me/s/nuvic-cloud-solutions,Operação
ELO,SP,SÃO PAULO,Outros,B2B,Outros,2016,21-50,sbase.me/s/elo,Tração
Wikinove,SP,SÃO PAULO,Produtos de Consumo,B2B,Marketplace,2017,6-10,sbase.me/s/wikinove,Operação
EuApoio.org,SP,RIBEIRÃO PRETO,Internet,B2B2C,Marketplace,2017,6-10,sbase.me/s/euapoioorg,Tração
Rethinking,SP,SÃO PAULO,Mobile,B2B,Outros,(Não informado),6-10,sbase.me/s/rethinking,Tração
B2 Smile,SP,SÃO PAULO,E-commerce,B2B,E-commerce,2017,6-10,sbase.me/s/b2-smile,Tração
Pricefy,SP,SÃO PAULO,Varejo / Atacado,B2B,SaaS,2017,21-50,sbase.me/s/pricefy,Tração
Ativos de Mídia Consultoria Comercial Ltda,SP,SÃO PAULO,Vendas e Marketing,B2B,Marketplace,2017,1-5,sbase.me/s/ativos-de-midia-consultoria-comercial-ltda,Ideação
JAPOL CORRETORA DE SEGUROS,SP,PRAIA GRANDE,Seguros,B2B2C,E-commerce,2015,6-10,sbase.me/s/japol-corretora-de-seguros,Tração
Brabes Sociedade de Advogados,SP,SÃO PAULO,Direito,B2B2C,Outros,(Não informado),6-10,sbase.me/s/brabes-sociedade-de-advogados,Tração
Ugar,SP,SOROCABA,Imobiliário,B2B2C,Marketplace,2017,1-5,sbase.me/s/ugar,Ideação
Eventuzz,SP,SÃO PAULO,Eventos e Turismo,B2B2C,Marketplace,2016,6-10,sbase.me/s/eventuzz,Tração
golden stock,SP,SÃO PAULO,Internet,B2B2C,Marketplace,2018,6-10,sbase.me/s/golden-stock,Operação
n g c,SP,SÃO PAULO,Agronegócio,B2S,Outros,1998,6-10,sbase.me/s/n-g-c,Operação
Tripr,SP,SÃO PAULO,Eventos e Turismo,B2C,Marketplace,2017,6-10,sbase.me/s/tripr,Operação
Trans Morgado,SP,SÃO JOSÉ DOS CAMPOS,Transportes,B2B2C,Venda de dados,2014,1-5,sbase.me/s/trans-morgado,Ideação
Tutor.id,SP,SÃO PAULO,Educação,B2C,Marketplace,2015,6-10,sbase.me/s/tutorid,Operação
iTeleport,SP,BARUERI,Imobiliário,B2B2C,SaaS,2016,6-10,sbase.me/s/iteleport,Tração
Onibuz.com,SP,SANTO ANDRÉ,E-commerce,B2C,E-commerce,2017,6-10,sbase.me/s/onibuzcom,Tração
Bebedores de Cerveja,SP,SANTOS,E-commerce,B2C,Marketplace,2017,6-10,sbase.me/s/bebedores-de-cerveja,Operação
clips class,SP,BAURU,CRM,B2B,SaaS,(Não informado),6-10,sbase.me/s/clips-class,Tração
BioBreyer,SP,SÃO PAULO,Biotecnologia,B2B,Licenciamento,2017,1-5,sbase.me/s/biobreyer,Ideação
Smart Tech Brasil Tecnologia e Inovações LTDA - ME,SP,SÃO PAULO,Agronegócio,B2B2C,Licenciamento,2017,6-10,sbase.me/s/smart-tech-brasil-tecnologia-e-inovacoes-ltda-me,Tração
B&F Sociedade de Advogados,SP,SÃO PAULO,Direito,B2S,Outros,2017,1-5,sbase.me/s/bandf-sociedade-de-advogados,Ideação
Calhau Social,SP,SÃO PAULO,Advertising,B2B,SaaS,2016,6-10,sbase.me/s/calhau-social,Tração
Lifweb,SP,CAMPINAS,Automobilismo,B2B2C,Consumer,2016,6-10,sbase.me/s/lifweb,Operação
Levoo,SP,BAURU,Logística e Mobilidade Urbana,B2B2C,Marketplace,2017,6-10,sbase.me/s/levoo,Tração
TV Doutor,SP,SÃO PAULO,Saúde e Bem-estar,B2B2C,SaaS,2016,21-50,sbase.me/s/tv-doutor,Tração
Spherart Design e Tecnologia,SP,SÃO PAULO,Comunicação e Mídia,B2B2C,Marketplace,2008,6-10,sbase.me/s/spherart-design-e-tecnologia,Tração
Digibee,SP,SÃO PAULO,TIC e Telecom,B2B2C,SaaS,2017,11-20,sbase.me/s/digibee,Operação
MOBIT SOLUÇÕES,SP,BARUERI,TIC e Telecom,B2B,Outros,2017,6-10,sbase.me/s/mobit-solucoes,Tração
Peopleminin,SP,SÃO PAULO,Recrutamento,B2B,SaaS,2015,6-10,sbase.me/s/peopleminin,Tração
OlusAmerica Energia Solar,SP,SÃO PAULO,Energia,B2B2C,Outros,1998,1-5,sbase.me/s/olusamerica-energia-solar,Ideação
INNYX,SP,SÃO PAULO,Serviços Profissionais,B2B,Outros,2015,6-10,sbase.me/s/innyx,Operação
Owl Docs,SP,CAMPINAS,Finanças,B2B,SaaS,2015,21-50,sbase.me/s/owl-docs,Tração
Wecash Group,SP,SOROCABA,Finanças,B2B2C,Marketplace,2016,101-200,sbase.me/s/wecash-group,Tração
InfoSolaris,SP,SÃO PAULO,Energia,B2B2C,Marketplace,2017,1-5,sbase.me/s/infosolaris,Ideação
OFFICEE2,SP,SÃO PAULO,Serviços Profissionais,B2B,Outros,2017,6-10,sbase.me/s/officee2,Operação
Blue Pixel,SP,SÃO PAULO,TIC e Telecom,B2S,SaaS,2011,6-10,sbase.me/s/blue-pixel,Tração
YggBoard,SP,SÃO PAULO,Educação,B2B,SaaS,2016,6-10,sbase.me/s/yggboard,Operação
EZ Travel,SP,SÃO PAULO,Eventos e Turismo,B2B,SaaS,2017,6-10,sbase.me/s/ez-travel,Tração
Enabler,SP,TAQUARITINGA,Internet,B2B,Marketplace,(Não informado),1-5,sbase.me/s/enabler,Ideação
ONE RACING PARTS,SP,SÃO PAULO,E-commerce,B2C,Marketplace,2015,1-5,sbase.me/s/one-racing-parts,Ideação
5ªTela Mídia Indoor,SP,SÃO PAULO,Comunicação e Mídia,B2B2C,Marketplace,2015,6-10,sbase.me/s/5atela-midia-indoor,Tração
CityTech,SP,SÃO PAULO,Big Data,B2G,SaaS,2017,6-10,sbase.me/s/citytech,Operação
Oceanos Corretora,SP,SÃO CARLOS,Seguros,B2B2C,Outros,2013,1-5,sbase.me/s/oceanos-corretora,Ideação
PizzasCity,SP,SÃO PAULO,Produtos de Consumo,B2B2C,Marketplace,2017,6-10,sbase.me/s/pizzascity,Operação
Calamar,SP,SÃO PAULO,TIC e Telecom,B2B,SaaS,2016,6-10,sbase.me/s/calamar,Operação
"Inova Consultoria, QA & Serviços",SP,SÃO PAULO,Serviços Profissionais,B2B,Outros,2012,6-10,"sbase.me/s/inova-consultoria,-qa-and-servicos",Operação
Heart Care,SP,SÃO PAULO,Saúde e Bem-estar,B2B,Consumer,2017,6-10,sbase.me/s/heart-care,Tração
Pluvi.On,SP,SÃO PAULO,Serviços Profissionais,B2B,Venda de dados,2017,6-10,sbase.me/s/pluvion,Operação
MK Art,SP,SÃO PAULO,Vendas e Marketing,B2B,Marketplace,2016,1-5,sbase.me/s/mk-art,Ideação
Selfiesh,SP,SÃO PAULO,Entretenimento,P2P,Marketplace,2015,6-10,sbase.me/s/selfiesh,Operação
allbands,SP,SÃO PAULO,Entretenimento,B2C,Marketplace,2016,6-10,sbase.me/s/allbands,Operação
dooak,SP,SÃO PAULO,Finanças,P2P,Marketplace,2017,1-5,sbase.me/s/dooak,Ideação
isyBuy,SP,SÃO CAETANO DO SUL,Finanças,B2B2C,Marketplace,(Não informado),6-10,sbase.me/s/isybuy,Operação
The Coffee Match,SP,SÃO PAULO,Mobile,B2B2C,Consumer,2017,6-10,sbase.me/s/the-coffee-match,Operação
RodolfoSabino.com,SP,SÃO PAULO,Internet,B2B,Outros,2014,1-5,sbase.me/s/rodolfosabinocom,Ideação
TechThings,SP,COTIA,Mobile,B2C,Consumer,2017,1-5,sbase.me/s/techthings,Ideação
AgriConnected,SP,SÃO PAULO,Agronegócio,B2B,SaaS,2016,6-10,sbase.me/s/agriconnected,Operação
Gepro Software Jurídico,SP,SÃO PAULO,Direito,B2B2C,SaaS,2011,6-10,sbase.me/s/gepro-software-juridico,Tração
DR.TIS,SP,SÃO PAULO,Saúde e Bem-estar,B2B,SaaS,2016,6-10,sbase.me/s/drtis,Operação
Abaca$hi,SP,SÃO PAULO,Finanças,B2C,Marketplace,2015,6-10,sbase.me/s/abacadollarhi,Tração
HelpCars,SP,SÃO PAULO,Transportes,B2C,Marketplace,2015,6-10,sbase.me/s/helpcars,Operação
BotDaddy,SP,BARUERI,Internet,B2B,SaaS,(Não informado),6-10,sbase.me/s/botdaddy,Operação
Growing Up! Desenvolvimento,SP,SÃO PAULO,Recursos Humanos,B2B,Outros,2017,1-5,sbase.me/s/growing-up-desenvolvimento,Ideação
BuscaCargas,SP,SÃO PAULO,Logística e Mobilidade Urbana,B2B2C,SaaS,2014,6-10,sbase.me/s/buscacargas,Tração
Crave Industry,SP,SOROCABA,Indústria,B2B,SaaS,2017,6-10,sbase.me/s/crave-industry,Operação
Silver Shark Solutions,SP,SÃO PAULO,Desenvolvimento de Software,B2B2C,SaaS,2017,6-10,sbase.me/s/silver-shark-solutions,Operação
Flexbras Impressoras 3D,SP,RIBEIRÃO PRETO,Hardware,B2B2C,Hardware,2014,6-10,sbase.me/s/flexbras-impressoras-3d,Operação
Onyo,SP,SÃO PAULO,TIC e Telecom,B2B2C,Marketplace,2014,21-50,sbase.me/s/onyo,Tração
Biopolix,SP,SÃO PAULO,Biotecnologia,B2B,Licenciamento,2016,6-10,sbase.me/s/biopolix,Operação
Portal de Planos,SP,SÃO PAULO,Comunicação e Mídia,B2C,Venda de dados,2015,6-10,sbase.me/s/portal-de-planos,Tração
Adimplere,SP,SÃO PAULO,Finanças,B2B,Outros,2015,11-20,sbase.me/s/adimplere,Operação
Pin People,SP,VALINHOS,Recursos Humanos,B2B,SaaS,2014,21-50,sbase.me/s/pin-people,Tração
trampos.co,SP,SÃO PAULO,Recrutamento,B2B,SaaS,2013,21-50,sbase.me/s/tramposco,Tração
Mercúrio Automação,SP,SÃO PAULO,Hardware,B2B,Hardware,2017,6-10,sbase.me/s/mercurio-automacao,Tração
ProgramaThor,SP,SÃO PAULO,Recrutamento,B2B,SaaS,2017,6-10,sbase.me/s/programathor,Operação
Shopping da Cozinha,SP,SANTO ANDRÉ,Construção Civil,B2C,Outros,1983,1-5,sbase.me/s/shopping-da-cozinha,Ideação
Devcase Tecnologia,SP,SÃO PAULO,Entretenimento,B2B,SaaS,2006,1-5,sbase.me/s/devcase-tecnologia,Ideação
Apponte.me,SP,SÃO PAULO,Recursos Humanos,B2B,SaaS,2015,6-10,sbase.me/s/apponteme,Tração
Menu.com.vc,SP,SÃO JOSÉ DOS CAMPOS,E-commerce,B2B,E-commerce,2016,21-50,sbase.me/s/menucomvc,Tração
Sprint Software,SP,SÃO PAULO,Finanças,B2B,SaaS,2017,6-10,sbase.me/s/sprint-software,Operação
e-Kersys,SP,JACAREÍ,Agronegócio,B2B2C,SaaS,2009,6-10,sbase.me/s/e-kersys,Tração
KORUND,SP,SÃO PAULO,Internet,B2B2C,Outros,2016,6-10,sbase.me/s/korund,Operação
Makez Tecnologia,SP,SÃO PAULO,Internet,B2C,Consumer,(Não informado),1-5,sbase.me/s/makez-tecnologia,Ideação
Zag,SP,SÃO CARLOS,Finanças,B2B,SaaS,2016,6-10,sbase.me/s/zag,Tração
Flowsense,SP,SÃO PAULO,Vendas e Marketing,B2B,SaaS,2015,21-50,sbase.me/s/flowsense,Tração
Dicionário inFormal,SP,SÃO PAULO,Educação,P2P,Consumer,2006,6-10,sbase.me/s/dicionario-informal,Operação
boomerangoo.com.br,SP,SÃO PAULO,Eventos e Turismo,B2B2C,Marketplace,2012,11-20,sbase.me/s/boomerangoocombr,Operação
ISFEME - Instituto Saúde Física Emocional Mental Espiritual,SP,SÃO JOSÉ DOS CAMPOS,Saúde e Bem-estar,B2B,Outros,2014,1-5,sbase.me/s/isfeme-instituto-saude-fisica-emocional-mental-espiritual,Ideação
Creditoo,SP,CAMPINAS,Finanças,B2B2C,E-commerce,(Não informado),6-10,sbase.me/s/creditoo,Tração
Back4App,SP,SÃO JOSÉ DOS CAMPOS,Cloud Computing,B2B,SaaS,2015,21-50,sbase.me/s/back4app,Tração
Dinheiro na Nota,SP,SÃO PAULO,Big Data,B2C,Consumer,2017,1-5,sbase.me/s/dinheiro-na-nota,Ideação
DigitalMade,SP,SÃO PAULO,Cloud Computing,B2B,SaaS,2017,6-10,sbase.me/s/digitalmade,Tração
Marcel Fossa Consulting,SP,SÃO PAULO,Cloud Computing,B2B,SaaS,(Não informado),1-5,sbase.me/s/marcel-fossa-consulting,Ideação
B2B Stack,SP,SÃO PAULO,Internet,B2B,Marketplace,2017,6-10,sbase.me/s/b2b-stack,Operação
SENHOR DAS OBRAS,SP,SÃO CAETANO DO SUL,Construção Civil,B2B2C,Consumer,2016,1-5,sbase.me/s/senhor-das-obras,Ideação
Monuv Câmeras em Nuvem,SP,SÃO PAULO,Segurança e Defesa,B2B,SaaS,2016,6-10,sbase.me/s/monuv-cameras-em-nuvem,Tração
Comm Cloud,SP,CAMPINAS,Comunicação e Mídia,B2B,Outros,2016,6-10,sbase.me/s/comm-cloud,Operação
FlashBuy,SP,ATIBAIA,Varejo / Atacado,B2B,Outros,(Não informado),1-5,sbase.me/s/flashbuy,Ideação
Voix,SP,SÃO PAULO,Educação,B2B,Venda de dados,2011,6-10,sbase.me/s/voix,Operação
Núcleo de Soluções,SP,SÃO PAULO,Vendas e Marketing,B2B2C,E-commerce,2017,1-5,sbase.me/s/nucleo-de-solucoes,Ideação
CloudCampus Treinamentos,SP,GUARULHOS,Educação,B2C,E-commerce,2014,6-10,sbase.me/s/cloudcampus-treinamentos,Tração
"Vigido, Lettieri & Lucas Sociedade de Advogados",SP,SÃO PAULO,Direito,B2S,Outros,2010,6-10,"sbase.me/s/vigido,-lettieri-and-lucas-sociedade-de-advogados",Tração
Grana,SP,SÃO PAULO,Finanças,B2B2C,Consumer,2016,6-10,sbase.me/s/grana,Tração
Clickspace,SP,SÃO PAULO,E-commerce,B2B,SaaS,2017,6-10,sbase.me/s/clickspace,Tração
Designvendas,SP,SÃO PAULO,Vendas e Marketing,B2B2C,Outros,2015,6-10,sbase.me/s/designvendas,Operação
Cogdec,SP,SÃO PAULO,Recursos Humanos,B2B,API,2017,6-10,sbase.me/s/cogdec,Operação
Time Business,SP,TABOÃO DA SERRA,Cloud Computing,B2B,SaaS,2017,1-5,sbase.me/s/time-business,Ideação
Worldpackers,SP,VALINHOS,Eventos e Turismo,B2C,Marketplace,(Não informado),6-10,sbase.me/s/worldpackers,Tração
Awaaken,SP,SÃO CARLOS,Educação,B2B,SaaS,(Não informado),1-5,sbase.me/s/awaaken,Ideação
AMLabs,SP,SÃO PAULO,Serviços Profissionais,B2B,SaaS,2012,21-50,sbase.me/s/amlabs,Tração
Onion Tecnologia,SP,SÃO PAULO,E-commerce,B2B2C,Marketplace,2014,6-10,sbase.me/s/onion-tecnologia,Tração
Onilé Prova.lá,SP,PIRACICABA,E-commerce,B2C,Marketplace,2015,6-10,sbase.me/s/onile-provala,Tração
PunkMetrics,SP,SÃO PAULO,Big Data,B2B,SaaS,(Não informado),1-5,sbase.me/s/punkmetrics,Ideação
InCeres,SP,SÃO PAULO,Agronegócio,B2B2C,Consumer,2014,21-50,sbase.me/s/inceres,Tração
Mundo Aroma,SP,SÃO PAULO,E-commerce,B2C,E-commerce,2015,6-10,sbase.me/s/mundo-aroma,Tração
WSI DigitalBox,SP,SÃO PAULO,Vendas e Marketing,B2B2C,Outros,2016,1-5,sbase.me/s/wsi-digitalbox,Ideação
Encontre um Fotógrafo,SP,SÃO PAULO,Serviços Profissionais,B2B2C,Marketplace,2017,6-10,sbase.me/s/encontre-um-fotografo,Operação
ME CONHEÇA,SP,SÃO PAULO,TIC e Telecom,B2B2C,SaaS,2017,6-10,sbase.me/s/me-conheca,Tração
Critterio Digital,SP,SÃO PAULO,Cloud Computing,B2B2C,SaaS,2012,1-5,sbase.me/s/critterio-digital,Ideação
MYCONT,SP,PRAIA GRANDE,Serviços Profissionais,B2S,Outros,2016,1-5,sbase.me/s/mycont,Ideação
Luztr,SP,SÃO PAULO,Comunicação e Mídia,B2B,SaaS,2014,6-10,sbase.me/s/luztr,Tração
Livebus,SP,SÃO PAULO,Transportes,B2B,SaaS,2016,6-10,sbase.me/s/livebus,Tração
Serviçaria,SP,SANTO ANDRÉ,Serviços Profissionais,B2C,Marketplace,(Não informado),6-10,sbase.me/s/servicaria,Operação
Wingoo,SP,SÃO PAULO,Educação,B2B2C,Outros,2016,6-10,sbase.me/s/wingoo,Tração
Filho sem Fila,SP,SÃO JOSÉ DO RIO PRETO,Educação,B2B,SaaS,2015,6-10,sbase.me/s/filho-sem-fila,Tração
BossaBox,SP,SÃO BERNARDO DO CAMPO,Desenvolvimento de Software,B2B,Marketplace,2016,21-50,sbase.me/s/bossabox,Tração
Lancheirinha,SP,SÃO PAULO,Produtos de Consumo,B2C,Marketplace,2017,1-5,sbase.me/s/lancheirinha,Ideação
IT Performance,SP,SÃO PAULO,Indústria,B2B,Outros,2014,6-10,sbase.me/s/it-performance,Operação
EHayashi,SP,SÃO PAULO,Comunicação e Mídia,B2B2C,Outros,2010,1-5,sbase.me/s/ehayashi,Ideação
Redecoin,SP,SÃO PAULO,E-commerce,B2B2C,E-commerce,(Não informado),6-10,sbase.me/s/redecoin,Operação
CASTTI,SP,CARAPICUÍBA,Serviços Profissionais,B2B,Outros,2017,1-5,sbase.me/s/castti,Ideação
Doctor Engage,SP,SÃO PAULO,CRM,B2B,SaaS,2014,6-10,sbase.me/s/doctor-engage,Tração
Primeiro Job,SP,LIMEIRA,Recursos Humanos,B2B2C,Venda de dados,2017,6-10,sbase.me/s/primeiro-job,Tração
Bossa Nova Investimentos,SP,SÃO JOSÉ DO RIO PRETO,Advertising,B2B,Marketplace,2011,1-5,sbase.me/s/bossa-nova-investimentos,Ideação
ROI HERO,SP,SÃO PAULO,S/N,B2B,S/N,2016,6-10,sbase.me/s/roi-hero,Tração
Spirit Fanfics e Histórias,SP,SÃO PAULO,Entretenimento,B2C,Consumer,2013,6-10,sbase.me/s/spirit-fanfics-e-historias,Tração
TotalPass,SP,SÃO PAULO,Saúde e Bem-estar,B2B2C,Marketplace,2017,1-5,sbase.me/s/totalpass,Ideação
4Dmais,SP,MARÍLIA,Educação,B2B2C,E-commerce,2016,6-10,sbase.me/s/4dmais,Operação
Digaa,SP,SÃO JOSÉ DO RIO PRETO,TIC e Telecom,B2C,Outros,2016,6-10,sbase.me/s/digaa,Operação
Alugue Sempre,SP,SOROCABA,Eventos e Turismo,B2B,SaaS,2013,6-10,sbase.me/s/alugue-sempre,Tração
Gduccas Studio Fashion,SP,SANTANA DE PARNAÍBA,Moda e Beleza,B2B2C,Outros,2001,6-10,sbase.me/s/gduccas-studio-fashion,Operação
Stattus4,SP,MOGI DAS CRUZES,TIC e Telecom,B2B,S/N,2014,6-10,sbase.me/s/stattus4,Operação
Datta,SP,SÃO PAULO,Finanças,B2B,SaaS,2016,6-10,sbase.me/s/datta,Tração
Hubify,SP,SÃO PAULO,Internet,B2B,S/N,2017,11-20,sbase.me/s/hubify,Ideação
Hagens,SP,TABOÃO DA SERRA,Advertising,B2B,Marketplace,2017,21-50,sbase.me/s/hagens,Tração
Viva Decora,SP,SÃO PAULO,Advertising,B2B2C,Marketplace,2014,21-50,sbase.me/s/viva-decora,Tração
CheckMOBI,SP,SÃO PAULO,Mobile,B2B,SaaS,2017,6-10,sbase.me/s/checkmobi,Operação
Mandinga Cursos Criativos e Consultoria,SP,SÃO PAULO,Advertising,B2B,Marketplace,2016,6-10,sbase.me/s/mandinga-cursos-criativos-e-consultoria,Tração
DisputeClick,SP,SÃO CARLOS,Varejo / Atacado,B2B2C,Consumer,2017,6-10,sbase.me/s/disputeclick,Operação
Cloudia,SP,SÃO PAULO,Saúde e Bem-estar,B2B2C,SaaS,2016,6-10,sbase.me/s/cloudia,Operação
CasaeCafe.com,SP,SÃO PAULO,Casa e Família,B2B2C,Marketplace,2009,6-10,sbase.me/s/casaecafecom,Tração
Agiliza.Aí,SP,SÃO PAULO,Advertising,B2B,Marketplace,2016,6-10,sbase.me/s/agilizaai,Tração
VOSSO Smart Printed,SP,SÃO PAULO,S/N,B2B,S/N,2012,6-10,sbase.me/s/vosso-smart-printed,Tração
Storm-up,SP,SÃO PAULO,Internet,B2B2C,SaaS,2016,6-10,sbase.me/s/storm-up,Operação
10 MilStartups,SP,SANTO ANDRÉ,Advertising,B2B2C,Marketplace,2016,1-5,sbase.me/s/10-milstartups,Ideação
Dezker,SP,SÃO PAULO,Advertising,B2B2C,Marketplace,2016,1-5,sbase.me/s/dezker,Ideação
Crebit,SP,SOROCABA,Advertising,B2B2C,Marketplace,2007,6-10,sbase.me/s/crebit,Tração
EVENTS-SAAS,SP,CAMPINAS,Advertising,B2B,Marketplace,2017,1-5,sbase.me/s/events-saas,Ideação
BirminD Otimização Industrial,SP,SÃO JOSÉ DO RIO PRETO,Indústria,B2B,SaaS,2015,6-10,sbase.me/s/birmind-otimizacao-industrial,Tração
Futurando Startup Hub & Venture Builder,SP,SÃO PAULO,Advertising,B2B,Marketplace,2017,6-10,sbase.me/s/futurando-startup-hub-and-venture-builder,Operação
Cobre Fácil Online,SP,SÃO PAULO,Finanças,B2B2C,Marketplace,2016,6-10,sbase.me/s/cobre-facil-online,Operação
uGlobally,SP,SÃO PAULO,Advertising,B2B,Marketplace,2017,11-20,sbase.me/s/uglobally,Operação
ExpenseOn,SP,GUARULHOS,Finanças,B2B,SaaS,2016,6-10,sbase.me/s/expenseon,Tração
BONDER,SP,CAMPINAS,Advertising,B2B,Marketplace,2016,1-5,sbase.me/s/bonder,Ideação
eMasters,SP,SÃO PAULO,Games,B2B2C,Outros,2017,6-10,sbase.me/s/emasters,Operação
Nevoa Networks S/A,SP,SÃO JOSÉ DOS CAMPOS,TIC e Telecom,B2B,Licenciamento,2005,6-10,sbase.me/s/nevoa-networks-sa,Tração
Izio,SP,SÃO PAULO,S/N,B2C,S/N,2016,6-10,sbase.me/s/izio,Operação
BEARIN,SP,SÃO PAULO,Finanças,P2P,Outros,2017,6-10,sbase.me/s/bearin,Operação
Doctor Wash,SP,SÃO PAULO,S/N,B2C,S/N,2015,6-10,sbase.me/s/doctor-wash,Operação
Invenis,SP,SÃO PAULO,Direito,B2B,SaaS,2015,6-10,sbase.me/s/invenis,Tração
Global Financeiro,SP,SÃO PAULO,TIC e Telecom,B2B,S/N,2016,6-10,sbase.me/s/global-financeiro,Operação
NetFoods,SP,SÃO CARLOS,Varejo / Atacado,B2B,Marketplace,2017,6-10,sbase.me/s/netfoods,Operação
Placen Pepper,SP,SÃO PAULO,Outros,B2B,Marketplace,2017,6-10,sbase.me/s/placen-pepper,Operação
Trustin,SP,SÃO PAULO,Serviços Profissionais,B2B,Licenciamento,2016,6-10,sbase.me/s/trustin,Operação
Baptista Luz Advogados,SP,SÃO PAULO,S/N,B2B,S/N,(Não informado),1-5,sbase.me/s/baptista-luz-advogados,Ideação
CookzCool,SP,SÃO PAULO,S/N,B2B2C,S/N,2017,6-10,sbase.me/s/cookzcool,Tração
Nexus Edge,SP,RIBEIRÃO PRETO,Advertising,B2B,SaaS,2014,21-50,sbase.me/s/nexus-edge,Tração
Asian Secret Cosméticos,SP,SÃO PAULO,S/N,B2B,S/N,2014,1-5,sbase.me/s/asian-secret-cosmeticos,Ideação
Vinil180,SP,SÃO PAULO,S/N,B2B,S/N,2015,1-5,sbase.me/s/vinil180,Ideação
Oitenta e Oito - Gestão de Pessoas,SP,SÃO PAULO,Desenvolvimento de Software,B2B,S/N,2016,1-5,sbase.me/s/oitenta-e-oito-gestao-de-pessoas,Ideação
DinDin,SP,JUNDIAÍ,Advertising,B2B2C,Marketplace,2015,6-10,sbase.me/s/dindin,Operação
Yeast Consultoria empresarial,SP,SÃO PAULO,Finanças,B2B,Outros,2016,6-10,sbase.me/s/yeast-consultoria-empresarial,Operação
HapParty,SP,SÃO PAULO,S/N,B2B,S/N,(Não informado),6-10,sbase.me/s/happarty,Tração
ProjectHub,SP,SÃO PAULO,S/N,B2B,S/N,2011,6-10,sbase.me/s/projecthub,Operação
SOS Costura,SP,SÃO PAULO,Advertising,B2C,Marketplace,2017,6-10,sbase.me/s/sos-costura,Operação
Manipulaê,SP,SÃO PAULO,Saúde e Bem-estar,B2B2C,Marketplace,2016,6-10,sbase.me/s/manipulae,Tração
Zenklub,SP,INDAIATUBA,Advertising,B2B2C,Marketplace,2015,6-10,sbase.me/s/zenklub,Operação
Vittude,SP,SÃO PAULO,Saúde e Bem-estar,B2B2C,S/N,2016,1-5,sbase.me/s/vittude,Ideação
KPEyes,SP,SÃO PAULO,Advertising,B2B,Marketplace,2009,6-10,sbase.me/s/kpeyes,Operação
WORK4ALL,SP,SÃO PAULO,Recrutamento,B2B2C,Marketplace,2017,6-10,sbase.me/s/work4all,Tração
TI Talentos,SP,SÃO PAULO,Recrutamento,B2B2C,Outros,2009,1-5,sbase.me/s/ti-talentos,Ideação
Beefind,SP,EMBU-GUAÇU,Recursos Humanos,B2B,Marketplace,2016,6-10,sbase.me/s/beefind,Tração
BELEZA DE FARMÁCIA,SP,SÃO PAULO,S/N,B2B,S/N,(Não informado),1-5,sbase.me/s/beleza-de-farmacia,Ideação
Direcionando Publicidade Digital,SP,SÃO PAULO,S/N,P2P,S/N,2017,1-5,sbase.me/s/direcionando-publicidade-digital,Ideação
Dreampass Experiences,SP,SÃO PAULO,Internet,B2B,S/N,2015,1-5,sbase.me/s/dreampass-experiences,Ideação
TESTR,SP,SÃO PAULO,Gestão,B2B,SaaS,2014,6-10,sbase.me/s/testr,Tração
